title,score,developer,publisher,rom_name,size,running_total
escapeVektor: Chapter 1,8.1,Nnooo,Nnooo,escapeVektor - Chapter 1 (USA) (WiiWare).wad,23.2 MiB,94.8 GiB
EA Sports Active,8.1,EA Canada,EA Sports,"EA Sports Active - More Workouts (USA) (En,Fr).iso",4.4 GiB,99.2 GiB
Wii Sports Resort,8.0,Nintendo,Nintendo,"Wii Sports Resort (USA) (En,Fr,Es) (Rev 1).iso",4.4 GiB,103.6 GiB
Wii Fit Plus,8.0,Nintendo,Nintendo,"Wii Fit Plus (USA) (En,Fr,Es).iso",4.4 GiB,107.9 GiB
Wii Fit,8.0,Nintendo,Nintendo,"Wii Fit (USA) (En,Fr,Es) (Rev 1).iso",4.4 GiB,112.3 GiB
Trauma Center: Second Opinion,8.0,Atlus,Atlus,Trauma Center - Second Opinion (USA).iso,4.4 GiB,116.7 GiB
The Last Story,8.0,Mistwalker,XSEED Games,"Last Story, The (USA) (En,Fr,Es).iso",7.9 GiB,124.6 GiB
Red Steel 2,8.0,Ubisoft Paris,Ubisoft,"Red Steel 2 (USA) (En,Fr,Es).iso",4.4 GiB,129.0 GiB
Final Fantasy Crystal Chronicles: My Life as a King,8.0,Square Enix,Square Enix,Final Fantasy Crystal Chronicles - My Life as a King (USA) (WiiWare) (DLC).wad,3.6 MiB,129.0 GiB
EA Sports Active More Workouts,8.0,Electronic Arts,Electronic Arts,"EA Sports Active - More Workouts (USA) (En,Fr).iso",4.4 GiB,133.4 GiB
"You, Me, and the Cubes",7.9,fyto,Nintendo,"You, Me, and the Cubes (USA) (WiiWare).wad",22.7 MiB,133.4 GiB
Rune Factory Frontier,7.9,Neverland,XSEED Games,Rune Factory - Frontier (USA).iso,4.4 GiB,137.8 GiB
Rubik's Puzzle Galaxy: RUSH,7.9,Two Tribes,The Game Factory,Rubik's Puzzle Galaxy - RUSH (USA) (WiiWare).wad,17.7 MiB,137.8 GiB
Metroid: Other M,7.9,Team Ninja,Nintendo,"Metroid - Other M (USA) (En,Fr,Es) (Rev 1).iso",7.9 GiB,145.7 GiB
Mario Strikers Charged,7.9,Next Level Games,Nintendo,"Mario Strikers Charged (USA) (En,Fr,Es) (Rev 1).iso",4.4 GiB,150.1 GiB
Wario Land: Shake It!,7.8,Good-Feel,Nintendo,"Wario Land - Shake It! (USA) (En,Fr,Es).iso",4.4 GiB,154.5 GiB
The Magic Obelisk,7.8,Game Arts,Game Arts,"Magic Obelisk, The (USA) (WiiWare).wad",31.0 MiB,154.5 GiB
The House of the Dead: Overkill,7.8,Headstrong Games,Sega,"House of the Dead, The - Overkill (USA) (En,Fr,Es).iso",4.4 GiB,158.9 GiB
Grand Slam Tennis (2012),7.8,EA Canada,Electronic Arts,"Grand Slam Tennis (USA) (En,Fr).iso",4.4 GiB,163.3 GiB
Fire Emblem: Radiant Dawn,7.8,Intelligent Systems,Nintendo,Fire Emblem - Radiant Dawn (USA) (Rev 1).iso,4.4 GiB,167.6 GiB
Disney Guilty Party,7.8,Wideload Games Inc.,Disney Interactive Studios,"Disney Sing It - Party Hits (USA) (En,Fr,Es).iso",4.4 GiB,172.0 GiB
Castlevania: The Adventure ReBirth,7.8,M2,Konami,Castlevania - The Adventure ReBirth (USA) (WiiWare).wad,35.2 MiB,172.0 GiB
"Blast Works: Build, Trade, Destroy",7.8,BudCat,Majesco,"Blast Works - Build, Trade, Destroy (USA).iso",4.4 GiB,176.4 GiB
Trauma Center: New Blood,7.7,Atlus,Atlus,Trauma Center - New Blood (USA).iso,4.4 GiB,180.8 GiB
Project Zero 2: Wii Edition,7.7,Koei Tecmo Games,Nintendo,"Project Zero 2 - Wii Edition (Europe) (En,Fr,De,Es,It).iso",4.4 GiB,185.2 GiB
Mercury Meltdown Revolution,7.7,Ignition Entertainment,Ignition Entertainment,"Mercury Meltdown Revolution (USA) (En,Fr,Es).iso",4.4 GiB,189.6 GiB
Kirby's Return to Dream Land,7.7,HAL Labs,Nintendo,"Kirby's Return to Dream Land (USA) (En,Fr,Es).iso",4.4 GiB,193.9 GiB
Excitebots: Trick Racing,7.7,Monster Games Inc.,Nintendo,ExciteBots - Trick Racing (USA).iso,4.4 GiB,198.3 GiB
Wii Sports,7.6,Nintendo,Nintendo,Wii Sports (USA) (Rev 1).iso,4.4 GiB,202.7 GiB
Order Up!,7.6,SuperVillain Studios,Zoo Games,Order Up! (USA) (Rev 1).iso,4.4 GiB,207.1 GiB
NHL Slapshot,7.6,EA Sports,EA Sports,NHL Slapshot (USA).iso,4.4 GiB,211.4 GiB
NEVES Plus,7.6,Yuke's,Yuke's,Neves Plus (USA) (WiiWare).wad,11.4 MiB,211.5 GiB
Jungle Speed,7.6,Next Level Games,"Playful Entertainment, Inc.",Jungle Speed (USA) (WiiWare).wad,39.3 MiB,211.5 GiB
Harvest Moon: Animal Parade,7.6,Marvelous Entertainment,Natsume,Harvest Moon - Animal Parade (USA).iso,4.4 GiB,215.9 GiB
Final Fantasy Fables: Chocobo's Dungeon,7.6,h.a.n.d. Inc.,Square Enix,Final Fantasy Fables - Chocobo's Dungeon (USA).iso,4.4 GiB,220.2 GiB
Endless Ocean: Blue World,7.6,Arika,Nintendo,Endless Ocean - Blue World (USA).iso,4.4 GiB,224.6 GiB
Contra ReBirth,7.6,M2,Konami,Contra ReBirth (USA) (WiiWare).wad,36.7 MiB,224.7 GiB
Art Style: light trax,7.6,Skip Ltd.,Nintendo,Art Style - light trax (USA) (WiiWare).wad,21.5 MiB,224.7 GiB
We Love Golf!,7.5,Camelot Software Planning,Capcom,"We Love Golf! (USA) (En,Fr,Es).iso",4.4 GiB,229.1 GiB
Elebits,7.5,Konami,Konami,Elebits (USA).iso,4.4 GiB,233.4 GiB
Bonsai Barber,7.5,Zoonami Ltd.,Nintendo,Bonsai Barber (USA) (WiiWare).wad,19.5 MiB,233.5 GiB
Battalion Wars 2,7.5,Kuju Entertainment,Nintendo,Battalion Wars 2 (USA).iso,4.4 GiB,237.8 GiB
Vampire Crystals,7.4,Shanblue Interactive,Shanblue Interactive,Vampire Crystals (USA) (WiiWare).wad,39.4 MiB,237.9 GiB
TrackMania: Build to Race,7.4,Firebrand Games,City Interactive,"TrackMania - Build to Race (USA) (En,Fr,Es).iso",4.4 GiB,242.2 GiB
The Sky Crawlers: Innocent Aces,7.4,Access Games,XSEED Games,"Sky Crawlers, The - Innocent Aces (USA) (En,Fr,Es).iso",4.4 GiB,246.6 GiB
Super Monkey Ball: Banana Blitz,7.4,Sega,Sega,Super Monkey Ball - Banana Blitz (USA).iso,4.4 GiB,251.0 GiB
SSX Blur,7.4,EA Montreal,EA Sports Big,"SSX Blur (USA) (En,Fr).iso",4.4 GiB,255.4 GiB
Naruto Shippuden: Clash of Ninja Revolution III,7.4,Eighting,Tomy Corporation,Naruto Shippuden - Clash of Ninja Revolution III (USA).iso,4.4 GiB,259.8 GiB
Naruto: Clash of Ninja Revolution,7.4,Eighting,Tomy Corporation,Naruto - Clash of Ninja Revolution (USA).iso,4.4 GiB,264.1 GiB
Marble Saga: Kororinpa,7.4,Hudson Entertainment,Konami,"Marble Saga - Kororinpa (USA) (En,Fr,Es).iso",4.4 GiB,268.5 GiB
Just Dance 2,7.4,Ubisoft,Ubisoft,"Just Dance 2 (USA) (En,Fr,Es) (Best Buy Edition).iso",4.4 GiB,272.9 GiB
Yu-Gi-Oh! 5D's Wheelie Breakers,7.3,Konami,Konami,Yu-Gi-Oh! 5D's - Wheelie Breakers (USA).iso,4.4 GiB,277.3 GiB
Water Warfare,7.3,Hudson Soft,Hudson Soft,Water Warfare (USA) (WiiWare).wad,37.7 MiB,277.3 GiB
WarioWare D.I.Y. Showcase,7.3,Intelligent Systems,Nintendo,WarioWare D.I.Y. Showcase (USA) (WiiWare).wad,13.9 MiB,277.3 GiB
TV Show King 2,7.3,Gameloft,Gameloft,TV Show King 2 (USA) (WiiWare).wad,46.3 MiB,277.4 GiB
ThruSpace,7.3,Keys Factory,Nintendo,ThruSpace (USA) (WiiWare).wad,11.3 MiB,277.4 GiB
Pandora's Tower,7.3,Ganbarion,XSEED Games,"Pandora's Tower (USA) (En,Fr,Es).iso",4.4 GiB,281.7 GiB
Mario Party 9,7.3,Nd Cube,Nintendo,Mario Party 2 (USA) (N64) (Virtual Console).wad,42.7 MiB,281.8 GiB
Final Fantasy Crystal Chronicles: My Life as a Darklord,7.3,Square Enix,Square Enix,Final Fantasy Crystal Chronicles - My Life as a Darklord (USA) (WiiWare) (DLC).wad,4.7 MiB,281.8 GiB
FAST - Racing League,7.3,Shin'en,Shin'en,FAST - Racing League (USA) (WiiWare).wad,44.3 MiB,281.8 GiB
Disney Epic Mickey,7.3,Junction Point,Disney Interactive Studios,"Disney Epic Mickey (USA) (En,Fr,Es).iso",4.4 GiB,286.2 GiB
Dance Dance Revolution Hottest Party,7.3,Konami,Konami,Dance Dance Revolution - Hottest Party (USA).iso,4.4 GiB,290.6 GiB
Art Style: CUBELLO,7.3,Nintendo,Nintendo,Art Style - CUBELLO (USA) (WiiWare).wad,12.9 MiB,290.6 GiB
Animal Crossing: City Folk,7.3,Nintendo,Nintendo,"Animal Crossing - City Folk (USA) (En,Fr,Es).iso",4.4 GiB,295.0 GiB
Super Swing Golf,7.2,Ntreev Soft,Tecmo,Super Swing Golf (USA).iso,4.4 GiB,299.4 GiB
Shaun White Snowboarding: World Stage,7.2,Ubisoft,Ubisoft,"Shaun White Snowboarding - World Stage (USA) (En,Fr,Es).iso",4.4 GiB,303.7 GiB
ShadowPlay,7.2,Deep Fried Entertainment,Deep Fried Entertainment,ShadowPlay (USA) (WiiWare).wad,30.8 MiB,303.8 GiB
Rock N' Roll Climber,7.2,Vitei,Nintendo,Rock N' Roll Climber (USA) (WiiWare).wad,18.1 MiB,303.8 GiB
Naruto: Clash of Ninja Revolution 2,7.2,Eighting,Tomy Corporation,"Naruto - Clash of Ninja Revolution 2 (USA) (En,Fr,Es).iso",4.4 GiB,308.2 GiB
Mushroom Men: The Spore Wars,7.2,Red Fly Studio,SouthPeak Games,"Mushroom Men - The Spore Wars (USA) (En,Fr,Es).iso",4.4 GiB,312.5 GiB
Excite Truck,7.2,Monster Games Inc.,Nintendo,Excite Truck (USA).iso,4.4 GiB,316.9 GiB
Endless Ocean,7.2,Arika,Nintendo,"Endless Ocean (USA) (En,Fr,Es).iso",4.4 GiB,321.3 GiB
Dr. Mario Online RX,7.2,Arika,Nintendo,Dr. Mario Online Rx (USA) (v256) (WiiWare).wad,15.0 MiB,321.3 GiB
Deadly Creatures,7.2,Rainbow Studios,THQ,"Deadly Creatures (USA) (En,Fr,Es).iso",4.4 GiB,325.7 GiB
chick chick BOOM,7.2,Tons of Bits,Tons of Bits,Chick Chick BOOM (USA) (WiiWare).wad,26.6 MiB,325.7 GiB
uDraw Studio,7.1,THQ,THQ,"uDraw Studio (USA) (En,Fr,Es).iso",4.4 GiB,330.1 GiB
The Munchables,7.1,Now Production,Namco Bandai Games,"Munchables, The (USA) (En,Fr,Es).iso",4.4 GiB,334.5 GiB
Spectrobes: Origins,7.1,Genki,Disney Interactive Studios,Spectrobes - Origins (USA).iso,4.4 GiB,338.8 GiB
Mr. Driller W,7.1,Bandai Namco Games,Namco Bandai Games,Mr. Driller W (USA) (WiiWare).wad,19.4 MiB,338.9 GiB
Death Jr.: Root of Evil,7.1,Backbone Entertainment,Eidos Interactive,"Death Jr. - Root of Evil (USA) (En,Fr,Es).iso",4.4 GiB,343.2 GiB
Arkanoid Plus!,7.1,Taito Corporation,Square Enix,Arkanoid Plus! (USA) (WiiWare) (DLC).wad,192.5 KiB,343.2 GiB
The Kore Gang,7.0,Snap Dragon Games,Atari SA,"Kore Gang, The (Europe) (En,Fr,De,Es).iso",4.4 GiB,347.6 GiB
Super Swing Golf Season 2,7.0,Tecmo,Tecmo,Super Swing Golf Season 2 (USA).iso,4.4 GiB,352.0 GiB
Super Mario All-Stars,7.0,Nintendo,Nintendo,Super Mario All-Stars (USA).iso,4.4 GiB,356.4 GiB
Rogue Trooper: Quartz Zone Massacre,7.0,Rebellion,Graffiti Entertainment,"Rogue Trooper - Quartz Zone Massacre (USA) (En,Fr,Es).iso",4.4 GiB,360.7 GiB
Pearl Harbor Trilogy - 1941: Red Sun Rising,7.0,Arcade Moon,Legendo Entertainment,Pearl Harbor - Episode 1 - Red Sun Rising (USA) (WiiWare).wad,40.8 MiB,360.8 GiB
NASCAR Kart Racing,7.0,Electronic Arts,Electronic Arts,NASCAR Kart Racing (USA).iso,4.4 GiB,365.2 GiB
Magnetica Twist,7.0,Mitchell,Nintendo,Magnetica Twist (USA) (WiiWare).wad,18.4 MiB,365.2 GiB
Let's TAP,7.0,Prope,Sega,"Let's Tap (USA) (En,Fr,Es).iso",4.4 GiB,369.6 GiB
Jett Rocket,7.0,Shin'en,Shin'en,Jett Rocket (USA) (WiiWare).wad,43.3 MiB,369.6 GiB
Excitebike: World Rally,7.0,Monster Games Inc.,Nintendo,Excitebike - World Rally (USA) (v512) (WiiWare).wad,28.7 MiB,369.6 GiB
Bust-A-Move Plus!,7.0,Taito Corporation,Square Enix,Bust-a-Move Plus! (USA) (WiiWare) (DLC).wad,147.8 KiB,369.6 GiB
Art Style: ROTOHEX,7.0,Nintendo,Nintendo,Art Style - ROTOHEX (USA) (WiiWare).wad,20.4 MiB,369.6 GiB
Sonic and the Secret Rings,6.9,Sonic Team,Sega,"Sonic and the Secret Rings (USA) (En,Ja,Fr,De,Es,It).iso",4.4 GiB,374.0 GiB
NiGHTS: Journey of Dreams,6.9,Sonic Team,Sega,"Nights - Journey of Dreams (USA) (En,Ja,Fr,De,Es,It).iso",4.4 GiB,378.4 GiB
Mario Super Sluggers,6.9,Namco Bandai Games,Nintendo,"Mario Super Sluggers (USA) (En,Fr,Es).iso",4.4 GiB,382.8 GiB
Kororinpa: Marble Mania,6.9,Hudson,Konami,Kororinpa - Marble Mania (USA).iso,4.4 GiB,387.2 GiB
Gyrostarr,6.9,High Voltage Software,High Voltage Software,Gyrostarr (USA) (WiiWare).wad,38.9 MiB,387.2 GiB
Gradius ReBirth,6.9,M2,Konami,Gradius ReBirth (USA) (v257) (WiiWare).wad,29.0 MiB,387.2 GiB
Ghost Squad,6.9,Polygon Magic,Sega,Ghost Squad (USA).iso,4.4 GiB,391.6 GiB
Fishing Resort,6.9,Prope,XSEED Games,Fishing Resort (USA).iso,4.4 GiB,396.0 GiB
Disaster: Day of Crisis,6.9,Monolith Soft,Nintendo,Disaster - Day of Crisis (Japan).iso,4.4 GiB,400.4 GiB
Dance Dance Revolution: Hottest Party 2,6.9,Konami,Konami,Dance Dance Revolution - Hottest Party 2 (USA).iso,4.4 GiB,404.7 GiB
Wii Party,6.8,Nd Cube,Nintendo,"Wii Party (USA) (En,Fr,Es).iso",4.4 GiB,409.1 GiB
Space Invaders Get Even,6.8,Taito Corporation,Square Enix,Space Invaders Get Even (USA) (WiiWare) (DLC).wad,45.8 MiB,409.2 GiB
Pop 'Em Drop 'Em Samegame,6.8,Hudson Entertainment,Hudson Entertainment,"Pop 'Em, Drop 'Em SameGame (USA) (WiiWare).wad",9.2 MiB,409.2 GiB
Overlord: Dark Legend,6.8,Climax Studios,Codemasters,"Overlord - Dark Legend (USA) (En,Fr,Es).iso",4.4 GiB,413.5 GiB
Lost in Shadow,6.8,Hudson Soft,Hudson Soft,"Lost in Shadow (USA) (En,Fr,Es) (Rev 1).iso",4.4 GiB,417.9 GiB
Link's Crossbow Training,6.8,Nintendo,Nintendo,"Link's Crossbow Training (USA) (En,Fr,Es) (Rev 1).iso",4.4 GiB,422.3 GiB
JumpStart: Escape From Adventure Island,6.8,Knowledge Adventure Inc.,Knowledge Adventure Inc.,JumpStart Escape from Adventure Island (USA).iso,4.4 GiB,426.7 GiB
Fortune Street,6.8,Marvelous AQL,Nintendo,Fortune Street (USA).iso,4.4 GiB,431.0 GiB
Chronos Twins DX,6.8,EnjoyUp Games,EnjoyUp Games,Chronos Twins DX (USA) (WiiWare).wad,37.5 MiB,431.1 GiB
Big Brain Academy: Wii Degree,6.8,Nintendo,Nintendo,"Big Brain Academy - Wii Degree (USA) (En,Fr,Es).iso",4.4 GiB,435.5 GiB
Art Style: Rotozoa,6.8,Skip Ltd.,Nintendo,Art Style - light trax (USA) (WiiWare).wad,21.5 MiB,435.5 GiB
We Ski,6.7,Bandai Namco Games,Namco Bandai Games,"We Ski (USA) (En,Fr,Es).iso",4.4 GiB,439.9 GiB
Roogoo: Twisted Towers,6.7,SpiderMonk,SouthPeak Games,"Roogoo - Twisted Towers (USA) (En,Fr,Es).iso",4.4 GiB,444.2 GiB
One Piece: Unlimited Adventure,6.7,Ganbarion,Namco Bandai Games,One Piece - Unlimited Adventure (Japan).iso,4.4 GiB,448.6 GiB
Nerf N-Strike Elite,6.7,EA Salt Lake,Electronic Arts,Nerf N-Strike Elite (USA).iso,4.4 GiB,453.0 GiB
Karaoke Revolution Glee: Volume 2,6.7,Konami,Konami,"Karaoke Revolution Glee - Volume 2 (USA) (En,Fr,Es) (Rev 1).iso",4.4 GiB,457.4 GiB
Fragile Dreams: Farewell Ruins of the Moon,6.7,Tri-Crescendo,XSEED Games,"Fragile Dreams - Farewell Ruins of the Moon (USA) (En,Ja,Fr).iso",4.4 GiB,461.7 GiB
Dewy's Adventure,6.7,Konami,Konami,Dewy's Adventure (USA).iso,4.4 GiB,466.1 GiB
We Ski & Snowboard,6.6,Bandai Namco Games,Namco Bandai Games,"We Ski & Snowboard (USA) (En,Fr,Es).iso",4.4 GiB,470.5 GiB
Ultimate Shooting Collection,6.6,MileStone Inc.,UFO Interactive,Ultimate Shooting Collection (USA).iso,4.4 GiB,474.9 GiB
The House of the Dead 2 & 3 Return,6.6,Sega,Sega,"House of the Dead 2 & 3 Return, The (USA) (En,Fr,Es).iso",4.4 GiB,479.3 GiB
Spyborgs,6.6,Bionic Games,Capcom,"Spyborgs (USA) (En,Fr,Es).iso",4.4 GiB,483.6 GiB
Onslaught (2009),6.6,Hudson Entertainment,Hudson Entertainment,Onslaught (USA) (WiiWare).wad,42.3 MiB,483.7 GiB
Octomania,6.6,Compile Heart,Conspiracy Entertainment,Octomania (USA).iso,4.4 GiB,488.1 GiB
High Voltage Hot Rod Show,6.6,High Voltage Software,High Voltage Software,High Voltage Hot Rod Show (USA) (WiiWare).wad,42.5 MiB,488.1 GiB
Final Fantasy Crystal Chronicles: The Crystal Bearers,6.6,Square Enix,Square Enix,"Final Fantasy Crystal Chronicles - The Crystal Bearers (USA) (En,Fr,Es).iso",4.4 GiB,492.5 GiB
Dance Dance Revolution: Hottest Party 3,6.6,Konami,Konami,Dance Dance Revolution - Hottest Party 3 (USA).iso,4.4 GiB,496.8 GiB
Another Code: R - A Journey into Lost Memories,6.6,Cing,Nintendo,"Another Code R - A Journey into Lost Memories (Europe) (En,Fr,De,Es,It).iso",4.4 GiB,501.2 GiB
Abba: You Can Dance,6.6,Ubisoft,Ubisoft,"ABBA - You Can Dance (USA) (En,Fr,Es).iso",4.4 GiB,505.6 GiB
Smarty Pants,6.5,Planet Moon Studios,Electronic Arts,,,
Opoona,6.5,ArtePiazza,Koei,Opoona (USA).iso,4.4 GiB,510.0 GiB
Mystery Case Files: The Malgrave Incident,6.5,Sanzaru Games,Nintendo,Mystery Case Files - The Malgrave Incident (USA).iso,4.4 GiB,514.4 GiB
Help Wanted: 50 Wacky Jobs,6.5,Hudson Soft,Hudson Entertainment,,,
Harvest Moon: Tree of Tranquility,6.5,Marvelous Entertainment,Natsume,Harvest Moon - Tree of Tranquility (USA) (Rev 1).iso,4.4 GiB,518.7 GiB
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,6.5,Genius Sonority Inc.,Square Enix,Dragon Quest Swords - The Masked Queen and the Tower of Mirrors (USA).iso,4.4 GiB,523.1 GiB
Dragon Ball: Revenge of King Piccolo,6.5,Media.Vision,Namco Bandai Games,Dragon Ball - Revenge of King Piccolo (USA).iso,4.4 GiB,527.5 GiB
Worms: A Space Oddity,6.4,Team17,THQ,"Worms - A Space Oddity (USA) (En,Fr).iso",4.4 GiB,531.9 GiB
We Cheer 2,6.4,"Machatin, Inc.",Namco Bandai Games,We Cheer 2 (USA).iso,4.4 GiB,536.2 GiB
Star Soldier R,6.4,Hudson Soft,Hudson Soft,Star Soldier R (USA) (WiiWare).wad,24.4 MiB,536.3 GiB
Mario Sports Mix,6.4,Square Enix,Nintendo,"Mario Sports Mix (USA) (En,Fr,Es).iso",4.4 GiB,540.6 GiB
Cranium Kabookii,6.4,Ubisoft Quebec,Ubisoft,"Cranium Kabookii (USA) (En,Fr,Es).iso",4.4 GiB,545.0 GiB
Conduit 2,6.4,High Voltage Software,Sega,"Conduit 2 (USA) (En,Fr,Es).iso",4.4 GiB,549.4 GiB
Arc Rise Fantasia,6.4,Imageepoch,Ignition Entertainment,Arc Rise Fantasia (USA).iso,4.4 GiB,553.8 GiB
Alien Crush Returns,6.4,Tamsoft,Hudson Entertainment,Alien Crush Returns (USA) (WiiWare).wad,37.3 MiB,553.8 GiB
Academy of Champions: Soccer,6.4,Ubisoft Vancouver,Ubisoft,"Academy of Champions - Soccer (USA) (En,Fr,Es).iso",4.4 GiB,558.2 GiB
A Monsteca Corral: Monsters vs. Robots,6.4,Onteca,Onteca,"Monsteca Corral, A - Monsters vs. Robots (USA) (WiiWare).wad",22.5 MiB,558.2 GiB
Wii Music,6.3,Nintendo,Nintendo,"Wii Music (USA) (En,Fr,Es).iso",4.4 GiB,562.6 GiB
Red Steel,6.3,Ubisoft Paris,Ubisoft,"Red Steel (USA) (En,Fr,Es).iso",4.4 GiB,567.0 GiB
Let's Catch,6.3,Prope,Sega,Let's Catch (USA) (WiiWare).wad,17.2 MiB,567.0 GiB
PokePark Wii: Pikachu's Adventure,6.2,Creatures Inc.,Nintendo,PokePark Wii - Pikachu's Adventure (USA).iso,4.4 GiB,571.4 GiB
Muscle March,6.2,NBGI,Namco Bandai Games,Muscle March (USA) (WiiWare).wad,38.2 MiB,571.4 GiB
Mario Party 8,6.2,Hudson,Nintendo,Mario Party 2 (USA) (N64) (Virtual Console).wad,42.7 MiB,571.4 GiB
Cooking Mama: World Kitchen,6.2,Cooking Mama Limited,Majesco,Cooking Mama - World Kitchen (USA) (Rev 1).iso,4.4 GiB,575.8 GiB
Robocalypse: Beaver Defense,6.1,Vogster,Vogster,Robocalypse - Beaver Defense (USA) (WiiWare).wad,37.8 MiB,575.9 GiB
Eduardo the Samurai Toaster,6.1,Semnant Studios,Semnant Studios,Eduardo the Samurai Toaster (USA) (WiiWare).wad,40.8 MiB,575.9 GiB
Dead Rising: Chop Till You Drop,6.1,TOSE,Capcom,"Dead Rising - Chop Till You Drop (USA) (En,Fr,Es).iso",4.4 GiB,580.3 GiB
Cooking Mama: Cook Off,6.1,OfficeCreate,Majesco,Cooking Mama - Cook Off (USA).iso,4.4 GiB,584.6 GiB
Wild Earth: African Safari,6.0,Super X Studios,Majesco,Wild Earth - African Safari (USA).iso,4.4 GiB,589.0 GiB
Wii Play: Motion,6.0,Good-Feel,Nintendo,"Wii Play - Motion (USA) (En,Fr,Es).iso",4.4 GiB,593.4 GiB
PokePark 2: Wonders Beyond,6.0,Creatures Inc.,Nintendo,PokePark 2 - Wonders Beyond (USA).iso,4.4 GiB,597.8 GiB
Pirates PlundArrr,6.0,Boomzap Entertainment,Majesco,Pirates PlundArrr (USA).iso,4.4 GiB,602.2 GiB
Helix (2008),6.0,Ghostfire Games,Ghostfire Games,Helix (USA) (WiiWare).wad,38.7 MiB,602.2 GiB
Exerbeat,6.0,Namco Bandai Games,Namco Bandai Games,"ExerBeat (USA) (En,Fr,Es).iso",4.4 GiB,606.6 GiB
Eat! Fat! Fight!,6.0,Tecmo,Tecmo,Eat! Fat! FIGHT! (USA) (WiiWare).wad,41.4 MiB,606.6 GiB
Adventure Island: The Beginning,6.0,Hudson,Hudson Entertainment,Adventure Island - The Beginning (USA) (WiiWare).wad,34.3 MiB,606.6 GiB
Victorious Boxers: Revolution,5.9,Grandprix Inc.,XSEED Games,Victorious Boxers - Revolution (USA).iso,4.4 GiB,611.0 GiB
